date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:45:20	66030/66030	---M--	200	added ('OK')	text/html	etag:%22602bb13e-101ee%22	https://preview.itgeeksin.com/baby-house-html/demo2/index.html	C:/Users/Orange/Desktop/rama/Rama5/preview.itgeeksin.com/baby-house-html/demo2/index.html	(from )
02:45:21	658/658	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2023%20Aug%202024%2023:45:20%20GMT	https://preview.itgeeksin.com/robots.txt		(from )
02:45:21	2785/2785	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%22602bb140-ae1%22	https://preview.itgeeksin.com/baby-house-html/demo2/assets/img/favicon.ico	C:/Users/Orange/Desktop/rama/Rama5/preview.itgeeksin.com/baby-house-html/demo2/assets/img/favicon.ico	(from https://preview.itgeeksin.com/baby-house-html/demo2/index.html)
02:45:21	2532/2532	---M--	200	added ('OK')	text/css	etag:%22602bb13e-9e4%22	https://preview.itgeeksin.com/baby-house-html/demo2/main.css	C:/Users/Orange/Desktop/rama/Rama5/preview.itgeeksin.com/baby-house-html/demo2/main.css	(from https://preview.itgeeksin.com/baby-house-html/demo2/index.html)
02:45:21	2511/2511	---M--	200	added ('OK')	image/png	etag:%22602bb140-9cf%22	https://preview.itgeeksin.com/baby-house-html/demo2/assets/img/preloader-img.png	C:/Users/Orange/Desktop/rama/Rama5/preview.itgeeksin.com/baby-house-html/demo2/assets/img/preloader-img.png	(from https://preview.itgeeksin.com/baby-house-html/demo2/index.html)
02:45:22	5860/5860	---M--	200	added ('OK')	image/png	etag:%22602bb140-16e4%22	https://preview.itgeeksin.com/baby-house-html/demo2/assets/img/logo.png	C:/Users/Orange/Desktop/rama/Rama5/preview.itgeeksin.com/baby-house-html/demo2/assets/img/logo.png	(from https://preview.itgeeksin.com/baby-house-html/demo2/index.html)
02:45:22	29840/29840	---M--	200	added ('OK')	text/html	etag:%22602bb13e-7490%22	https://preview.itgeeksin.com/baby-house-html/demo2/about-us.html	C:/Users/Orange/Desktop/rama/Rama5/preview.itgeeksin.com/baby-house-html/demo2/about-us.html	(from https://preview.itgeeksin.com/baby-house-html/demo2/index.html)
02:45:23	35243/35243	---M--	200	added ('OK')	text/html	etag:%22602bb13e-89ab%22	https://preview.itgeeksin.com/baby-house-html/demo2/staff-detail.html	C:/Users/Orange/Desktop/rama/Rama5/preview.itgeeksin.com/baby-house-html/demo2/staff-detail.html	(from https://preview.itgeeksin.com/baby-house-html/demo2/index.html)
02:45:23	26487/26487	---M--	200	added ('OK')	text/html	etag:%22602bb13e-6777%22	https://preview.itgeeksin.com/baby-house-html/demo2/gallery.html	C:/Users/Orange/Desktop/rama/Rama5/preview.itgeeksin.com/baby-house-html/demo2/gallery.html	(from https://preview.itgeeksin.com/baby-house-html/demo2/index.html)
02:45:23	20542/20542	---M--	200	added ('OK')	text/html	etag:%22602bb13e-503e%22	https://preview.itgeeksin.com/baby-house-html/demo2/error.html	C:/Users/Orange/Desktop/rama/Rama5/preview.itgeeksin.com/baby-house-html/demo2/error.html	(from https://preview.itgeeksin.com/baby-house-html/demo2/index.html)
